claim_id,policy_holder_age,gender,marital_status,employment_status,education_level,policy_type,policy_age_days,policy_premium_annual,coverage_amount,deductible,prior_claims_count,incident_date,report_date,days_to_report,claim_amount,incident_type,incident_severity,police_report_filed,witnesses_present,attorney_involved,incident_time,claim_description_length,multiple_claims_same_incident,repair_shop_type,medical_provider_count,claimant_address_change_recent,phone_change_recent,social_media_check,is_fraud,claim_amount_to_coverage_ratio
CLM00496,20,F,Widowed,Retired,Graduate,Auto,1522,2986,441447,5000,0,2025-06-30,2025-07-11,11,92645,Injury,Moderate,No,0,Yes,19,351,No,Authorized,3,No,No,Not_Available,0,0.20986664310777964
CLM00497,35,M,Divorced,Employed,Graduate,Auto,2472,9526,37909,2000,2,2025-09-25,2025-09-28,3,50506,Theft,Moderate,No,0,Yes,1,228,No,Authorized,2,No,No,Clean,0,1.3322957609011052
CLM00498,42,M,Married,Retired,High School,Auto,2601,8918,479847,500,0,2025-09-02,2025-09-08,6,134860,Water_Damage,Severe,No,1,No,22,84,No,Authorized,0,No,No,Clean,0,0.28104791735699086
CLM00499,59,F,Married,Employed,College,Property,2657,2943,198644,1000,1,2025-06-24,2025-06-25,1,69384,Water_Damage,Minor,No,5,No,15,81,No,Independent,0,Yes,No,Clean,0,0.34928817381848937
CLM00500,48,M,Single,Employed,High School,Auto,1984,9419,489095,1000,0,2025-04-25,2025-04-25,0,114679,Collision,Total_Loss,Yes,1,No,14,484,No,Authorized,5,No,No,Clean,0,0.234471830625952
CLM00501,71,F,Single,Employed,College,Auto,1566,1536,466983,1000,0,2025-04-16,2025-04-19,3,13765,Collision,Severe,Yes,0,No,12,277,No,Independent,8,No,No,Clean,0,0.029476447750774654
CLM00502,75,M,Married,Employed,High School,Auto,3229,9184,167541,500,0,2025-02-22,2025-02-25,3,20741,Vandalism,Minor,Yes,0,No,17,153,No,Independent,7,No,No,Clean,0,0.12379656322929909
CLM00503,20,M,Widowed,Self-Employed,High School,Property,2159,7935,142385,500,5,2025-07-25,2025-07-28,3,163672,Fire,Severe,Yes,0,No,19,141,No,Unknown,1,No,No,Clean,0,1.1495031077711837
CLM00504,57,M,Widowed,Employed,High School,Auto,2449,2048,411063,500,4,2025-09-14,2025-09-17,3,35897,Collision,Minor,Yes,0,Yes,21,350,No,Authorized,8,No,No,Clean,0,0.08732724667508386
CLM00505,63,M,Divorced,Employed,College,Property,121,9835,453438,5000,0,2025-02-14,2025-02-18,4,46050,Water_Damage,Minor,Yes,1,No,13,190,No,Authorized,7,No,No,Clean,0,0.10155743453349741
CLM00506,41,M,Widowed,Employed,High School,Auto,272,5565,477918,500,5,2025-03-24,2025-03-25,1,156218,Fire,Total_Loss,No,1,Yes,17,229,No,Authorized,8,Yes,No,Clean,1,0.32687197385325517
CLM00507,67,M,Single,Employed,College,Property,1317,6996,151002,2000,2,2025-01-09,2025-01-16,7,129654,Collision,Minor,No,1,Yes,1,315,No,Authorized,3,No,No,Clean,0,0.8586243890809393
CLM00508,49,M,Single,Retired,College,Property,397,6683,13285,5000,1,2025-10-18,2025-10-18,0,102439,Theft,Moderate,Yes,1,No,1,108,No,Independent,8,No,No,Clean,0,7.710876928867143
CLM00509,64,F,Widowed,Employed,High School,Auto,2518,4457,395781,5000,0,2025-07-22,2025-07-23,1,113531,Injury,Total_Loss,Yes,0,No,2,186,No,Independent,1,No,No,Not_Available,1,0.2868530828918013
CLM00510,39,F,Single,Unemployed,College,Auto,984,3907,45863,5000,3,2025-03-16,2025-03-16,0,140810,Collision,Moderate,Yes,0,Yes,4,47,No,Independent,0,No,No,Clean,1,3.070230905086889
CLM00511,40,F,Married,Self-Employed,High School,Auto,1230,1139,157776,500,1,2025-03-14,2025-03-16,2,21273,Collision,Severe,No,1,Yes,15,257,No,Authorized,8,No,No,Clean,0,0.13483039245512626
CLM00512,19,F,Married,Employed,College,Auto,1133,672,421921,5000,2,2025-10-11,2025-10-12,1,144394,Theft,Severe,No,0,No,21,355,No,Authorized,9,No,No,Not_Available,0,0.34222994352023245
CLM00513,80,F,Widowed,Self-Employed,College,Property,3511,6166,141627,500,2,2025-09-28,2025-10-02,4,181236,Water_Damage,Minor,No,0,No,14,82,No,Authorized,7,Yes,No,Clean,0,1.2796712491262259
CLM00514,44,M,Married,Employed,High School,Property,1301,4854,31323,500,2,2025-01-02,2025-01-06,4,168182,Vandalism,Minor,No,0,Yes,11,467,No,Independent,6,No,No,Not_Available,0,5.36928135874597
CLM00515,59,M,Married,Employed,High School,Property,3639,4459,343112,5000,1,2025-01-19,2025-02-12,24,18195,Theft,Moderate,Yes,0,No,8,274,Yes,Authorized,7,No,No,Not_Available,0,0.05302933153022919
CLM00516,19,F,Divorced,Employed,High School,Property,1910,9208,470138,1000,0,2025-07-30,2025-07-30,0,123654,Vandalism,Moderate,No,0,No,13,415,No,Authorized,0,No,Yes,Clean,0,0.2630163909320242
CLM00517,43,M,Divorced,Retired,Graduate,Auto,2616,9214,63915,1000,0,2025-02-18,2025-02-18,0,132611,Collision,Moderate,Yes,2,No,20,60,No,Authorized,8,No,No,Not_Available,0,2.074802472033169
CLM00518,34,F,Married,Self-Employed,College,Auto,1505,3386,381687,5000,0,2025-11-27,2025-12-02,5,125714,Water_Damage,Severe,No,2,No,15,48,No,Unknown,9,No,No,Clean,0,0.3293641124795972
CLM00519,57,F,Widowed,Employed,College,Property,3185,2664,151691,1000,0,2025-02-09,2025-02-12,3,136547,Fire,Moderate,No,0,No,10,298,No,Independent,10,Yes,No,Clean,0,0.9001654679578881
CLM00520,50,M,Divorced,Unemployed,College,Auto,1916,4445,213462,2000,1,2025-07-30,2025-07-31,1,89123,Collision,Total_Loss,No,0,Yes,5,488,No,Unknown,8,Yes,No,Not_Available,0,0.41751225042396306
CLM00521,26,M,Single,Employed,High School,Property,2944,5735,269990,2000,1,2025-11-23,2025-11-28,5,107281,Theft,Total_Loss,No,1,No,9,99,No,Independent,10,No,No,Not_Available,0,0.3973517537686581
CLM00522,60,M,Single,Employed,College,Auto,819,8246,380644,500,2,2025-06-10,2025-06-13,3,20700,Fire,Severe,Yes,0,No,7,70,No,Authorized,8,No,No,Clean,0,0.05438152184193104
CLM00523,71,F,Single,Employed,College,Auto,2900,3090,462490,1000,0,2025-12-26,2025-12-26,0,2566,Injury,Moderate,Yes,0,Yes,15,131,No,Authorized,5,No,No,Clean,0,0.0055482280697961035
CLM00524,65,M,Widowed,Self-Employed,High School,Workers_Comp,3548,8254,476389,2000,1,2025-11-24,2025-11-28,4,176269,Fire,Moderate,Yes,0,Yes,2,380,No,Authorized,3,No,No,Clean,0,0.37001064256311544
CLM00525,56,F,Married,Unemployed,High School,Auto,2757,5434,424441,5000,0,2025-08-28,2025-08-28,0,110034,Theft,Minor,Yes,0,No,1,320,No,Authorized,1,No,No,Clean,0,0.25924451219368533
CLM00526,46,F,Single,Employed,High School,Workers_Comp,1956,4576,383410,1000,0,2025-04-21,2025-04-22,1,53376,Fire,Total_Loss,Yes,1,No,15,109,Yes,Independent,10,No,No,Clean,0,0.13921389635116455
CLM00527,59,F,Widowed,Employed,College,Workers_Comp,2368,5685,298883,2000,0,2025-12-17,2025-12-18,1,181289,Theft,Severe,Yes,2,Yes,18,248,Yes,Authorized,3,No,No,Not_Available,0,0.6065550733899218
CLM00528,72,M,Divorced,Employed,Graduate,Property,178,1593,450924,2000,1,2025-01-20,2025-01-20,0,178143,Collision,Moderate,Yes,0,No,8,169,No,Authorized,6,Yes,Yes,Clean,0,0.3950621390744338
CLM00529,43,M,Married,Employed,High School,Property,896,4380,138041,5000,0,2025-04-05,2025-04-11,6,7028,Water_Damage,Minor,No,0,No,15,262,No,Authorized,0,No,No,Clean,0,0.05091241008106287
CLM00530,52,F,Divorced,Employed,College,Auto,2266,7059,63019,500,1,2025-01-14,2025-01-17,3,55409,Injury,Severe,Yes,0,No,21,157,No,Authorized,8,No,No,Clean,0,0.879242768054079
CLM00531,67,M,Widowed,Retired,High School,Property,2836,3285,217226,5000,0,2025-09-06,2025-09-08,2,172060,Water_Damage,Severe,No,0,Yes,3,154,No,Independent,2,No,No,Clean,0,0.7920782963365343
CLM00532,42,M,Single,Employed,Graduate,Auto,1972,6565,243169,500,2,2025-05-24,2025-05-24,0,175004,Water_Damage,Total_Loss,Yes,5,No,9,476,No,Authorized,3,No,No,Clean,0,0.719680551386073
CLM00533,41,M,Single,Employed,High School,Auto,1551,7039,17373,2000,2,2025-06-21,2025-06-24,3,116296,Water_Damage,Moderate,No,1,No,18,108,No,Authorized,4,No,No,Clean,0,6.6940655039429
CLM00534,30,F,Widowed,Employed,College,Property,491,2074,176353,500,4,2025-06-27,2025-06-27,0,9504,Theft,Severe,Yes,1,Yes,12,34,No,Authorized,2,No,No,Suspicious,0,0.053891909976014014
CLM00535,77,F,Single,Retired,College,Auto,60,6176,30187,2000,2,2025-03-24,2025-03-27,3,164811,Theft,Minor,No,1,No,17,352,No,Authorized,3,No,No,Clean,0,5.45966806903634
CLM00536,75,M,Married,Retired,College,Auto,1077,8560,340007,2000,3,2025-02-10,2025-03-08,26,191770,Injury,Minor,Yes,2,No,14,381,No,Authorized,4,No,No,Clean,0,0.5640177996335369
CLM00537,24,F,Widowed,Employed,College,Auto,1703,4490,107927,1000,2,2025-01-14,2025-01-18,4,197571,Theft,Severe,Yes,2,No,3,193,No,Authorized,0,No,No,Suspicious,1,1.8305984600702327
CLM00538,74,M,Divorced,Retired,High School,Auto,2585,5710,248185,500,1,2025-08-16,2025-08-19,3,113287,Vandalism,Minor,Yes,0,No,8,109,No,Independent,8,No,No,Clean,0,0.4564619134919516
CLM00539,53,M,Widowed,Employed,High School,Property,2895,5345,356229,500,0,2025-09-03,2025-09-11,8,110549,Theft,Severe,Yes,0,Yes,3,232,No,Authorized,9,No,No,Clean,0,0.31033127566817975
CLM00540,62,M,Married,Employed,High School,Auto,3035,9785,127996,500,0,2025-08-15,2025-08-22,7,27784,Theft,Minor,No,1,Yes,15,362,No,Authorized,9,No,No,Suspicious,0,0.21706928341510673
CLM00541,37,M,Married,Employed,High School,Workers_Comp,64,1689,49220,5000,0,2025-02-10,2025-02-16,6,68691,Theft,Severe,Yes,0,No,20,80,No,Independent,3,No,No,Clean,0,1.3955912230800487
CLM00542,18,F,Widowed,Employed,College,Property,585,3189,402647,1000,1,2025-03-21,2025-03-23,2,119921,Collision,Severe,Yes,5,No,14,383,No,Authorized,8,No,No,Clean,0,0.2978315993910299
CLM00543,25,F,Widowed,Employed,High School,Property,1727,4595,17642,1000,1,2024-12-29,2025-01-01,3,2782,Injury,Severe,No,1,No,23,239,No,Authorized,3,No,Yes,Not_Available,0,0.1576918716698787
CLM00544,63,F,Single,Self-Employed,High School,Auto,2218,2375,89971,1000,2,2025-06-01,2025-06-03,2,111286,Vandalism,Minor,Yes,4,No,1,80,No,Unknown,0,No,No,Not_Available,1,1.2369096708939546
CLM00545,33,M,Married,Retired,College,Property,3344,8268,65556,5000,4,2025-11-24,2025-11-25,1,169218,Theft,Severe,No,0,Yes,13,326,No,Independent,4,Yes,No,Clean,1,2.5812740252608455
CLM00546,31,M,Widowed,Unemployed,Graduate,Auto,534,3906,436976,500,0,2025-04-19,2025-04-19,0,21932,Injury,Total_Loss,No,2,Yes,2,185,No,Independent,8,No,No,Clean,1,0.05019039947273992
CLM00547,29,M,Widowed,Employed,College,Property,3462,4432,310336,500,1,2025-11-22,2025-11-26,4,17097,Fire,Severe,Yes,0,Yes,21,31,No,Authorized,2,No,No,Clean,0,0.05509190039183337
CLM00548,68,F,Married,Employed,High School,Auto,2740,8740,407597,500,4,2025-07-17,2025-07-17,0,34740,Collision,Moderate,Yes,5,No,22,235,No,Authorized,4,Yes,No,Clean,0,0.08523124556853952
CLM00549,40,M,Widowed,Unemployed,High School,Property,3398,5908,237655,1000,0,2025-08-17,2025-08-29,12,40591,Theft,Moderate,No,0,No,3,96,No,Authorized,2,No,No,Clean,0,0.17079800551219204
CLM00550,32,F,Single,Employed,Graduate,Workers_Comp,2155,4361,422774,1000,2,2025-05-16,2025-05-24,8,63143,Vandalism,Total_Loss,Yes,1,No,0,251,No,Authorized,2,No,No,Not_Available,0,0.1493540283934206
CLM00551,45,F,Married,Employed,High School,Auto,1870,7906,302926,2000,0,2025-04-14,2025-04-16,2,112275,Collision,Severe,No,1,Yes,22,131,No,Unknown,0,Yes,No,Clean,0,0.37063507259198614
CLM00552,51,F,Single,Employed,High School,Auto,3233,3333,276926,5000,1,2025-10-11,2025-10-23,12,128668,Vandalism,Moderate,Yes,0,Yes,8,85,No,Authorized,1,No,Yes,Clean,0,0.464629540021522
CLM00553,19,F,Single,Retired,College,Property,2861,5785,232489,5000,0,2025-11-26,2025-12-04,8,114350,Collision,Severe,Yes,0,Yes,16,201,Yes,Authorized,1,No,No,Clean,0,0.49185122736989706
CLM00554,49,F,Single,Employed,College,Auto,1004,8145,195784,1000,2,2025-08-13,2025-08-13,0,72825,Fire,Moderate,No,5,Yes,13,442,No,Unknown,8,No,No,Not_Available,0,0.3719660442119887
CLM00555,40,F,Single,Employed,College,Property,2499,9523,246836,2000,1,2025-07-31,2025-08-01,1,128231,Injury,Minor,Yes,0,Yes,16,223,No,Independent,6,No,No,Clean,0,0.5194987765155812
CLM00556,80,M,Married,Retired,High School,Auto,1229,5277,498161,500,0,2025-11-03,2025-11-04,1,45620,Collision,Minor,Yes,1,No,0,442,No,Unknown,7,Yes,No,Clean,0,0.09157681954227649
CLM00557,39,M,Single,Employed,High School,Auto,2637,3235,160534,1000,0,2025-03-31,2025-04-09,9,63019,Water_Damage,Total_Loss,Yes,0,No,9,390,No,Independent,1,No,No,Not_Available,0,0.39255858572015895
CLM00558,68,F,Single,Employed,Graduate,Workers_Comp,1039,8773,332174,5000,0,2025-08-14,2025-08-18,4,109969,Fire,Total_Loss,No,2,No,22,225,No,Authorized,8,No,No,Clean,0,0.331058421188895
CLM00559,42,F,Widowed,Employed,High School,Property,326,8778,209591,5000,4,2025-07-05,2025-07-06,1,64542,Water_Damage,Severe,Yes,1,Yes,15,305,No,Independent,2,No,No,Clean,0,0.30794261203963913
CLM00560,75,M,Married,Employed,College,Property,607,6868,328555,5000,2,2025-11-25,2025-12-09,14,152942,Fire,Total_Loss,No,0,No,18,124,No,Authorized,9,No,No,Clean,0,0.4654989271202691
CLM00561,80,F,Married,Retired,College,Auto,2706,1321,196278,500,0,2025-01-16,2025-01-30,14,105346,Water_Damage,Severe,Yes,0,No,23,261,No,Authorized,1,No,No,Not_Available,0,0.5367183280856744
CLM00562,79,F,Divorced,Employed,College,Property,1,8025,107469,5000,0,2025-05-16,2025-05-18,2,178670,Water_Damage,Minor,No,1,Yes,2,254,No,Independent,0,No,No,Not_Available,0,1.6625259377122705
CLM00563,78,M,Married,Employed,High School,Auto,1033,662,56950,500,1,2025-03-20,2025-03-22,2,109787,Vandalism,Minor,Yes,0,Yes,11,195,No,Independent,8,No,No,Clean,0,1.9277787532923618
CLM00564,39,F,Married,Retired,High School,Property,2481,8277,405739,500,1,2025-02-12,2025-02-16,4,123547,Collision,Moderate,Yes,0,Yes,2,230,No,Independent,7,No,No,Clean,0,0.3044987048324169
CLM00565,75,F,Divorced,Retired,College,Property,124,2432,464142,500,2,2025-01-25,2025-01-30,5,61577,Collision,Severe,No,1,No,14,50,No,Unknown,10,Yes,No,Clean,0,0.13266845060347912
CLM00566,75,F,Married,Retired,Graduate,Auto,1104,4035,150749,1000,0,2025-05-15,2025-05-19,4,344,Fire,Minor,Yes,0,Yes,16,254,No,Independent,3,Yes,No,Clean,0,0.002281938851999018
CLM00567,39,M,Married,Employed,Graduate,Auto,2532,6456,216900,500,1,2025-10-04,2025-10-06,2,163960,Injury,Minor,No,0,No,17,261,No,Authorized,6,No,No,Suspicious,0,0.7559243891194098
CLM00568,66,M,Married,Employed,High School,Auto,2699,3946,156161,2000,1,2025-11-02,2025-11-09,7,79553,Vandalism,Severe,Yes,1,No,6,172,No,Independent,2,No,No,Clean,0,0.5094293709697043
CLM00569,69,M,Married,Self-Employed,High School,Property,1861,3290,407797,5000,4,2025-09-22,2025-09-30,8,188909,Collision,Moderate,No,0,Yes,18,215,No,Independent,2,No,No,Suspicious,1,0.46324274087352285
CLM00570,59,F,Divorced,Retired,Graduate,Auto,1173,3207,415123,1000,3,2025-05-03,2025-05-03,0,177661,Collision,Moderate,Yes,0,No,6,454,No,Unknown,3,No,No,Clean,0,0.42797195048214626
CLM00571,23,F,Married,Employed,College,Property,2847,8459,408825,5000,2,2025-03-31,2025-03-31,0,128062,Vandalism,Moderate,No,0,Yes,4,288,No,Authorized,1,No,No,Suspicious,0,0.31324405307894576
CLM00572,32,M,Married,Employed,Graduate,Auto,2920,4433,192225,500,1,2025-02-25,2025-03-05,8,71403,Theft,Moderate,Yes,1,Yes,7,466,No,Authorized,9,Yes,No,Not_Available,0,0.3714553257900897
CLM00573,71,F,Divorced,Employed,High School,Property,3411,3885,322683,1000,0,2025-08-24,2025-08-30,6,28490,Vandalism,Minor,No,1,No,20,403,No,Independent,3,No,No,Clean,0,0.08829098527037371
CLM00574,60,F,Widowed,Self-Employed,College,Property,128,7136,447359,2000,2,2025-08-23,2025-09-01,9,10347,Collision,Severe,No,1,No,15,189,No,Authorized,9,Yes,No,Clean,0,0.023129075306409393
CLM00575,77,F,Single,Employed,College,Auto,437,1422,32936,500,0,2025-11-06,2025-11-10,4,190891,Injury,Severe,Yes,0,No,15,457,No,Authorized,2,No,No,Clean,0,5.795816128248725
CLM00576,54,F,Widowed,Employed,College,Auto,750,8589,322326,5000,0,2025-09-24,2025-09-27,3,165850,Theft,Minor,No,0,Yes,18,376,No,Authorized,7,No,No,Not_Available,0,0.5145411788065499
CLM00577,50,F,Divorced,Employed,College,Auto,2548,1064,383403,2000,0,2025-09-02,2025-09-06,4,29683,Water_Damage,Minor,No,0,No,14,342,No,Authorized,10,No,Yes,Clean,0,0.0774198428285642
CLM00578,25,M,Single,Unemployed,High School,Property,3129,3758,240596,500,2,2025-05-09,2025-05-18,9,139248,Vandalism,Minor,Yes,0,Yes,6,355,No,Independent,1,No,No,Not_Available,0,0.5787627391976592
CLM00579,70,F,Divorced,Retired,College,Property,1221,3000,105042,2000,0,2025-05-01,2025-05-20,19,149178,Water_Damage,Total_Loss,Yes,3,Yes,4,493,No,Authorized,10,No,No,Clean,0,1.420174787227966
CLM00580,77,M,Divorced,Employed,High School,Auto,2258,5066,285307,500,0,2025-05-16,2025-05-17,1,146223,Theft,Severe,Yes,0,No,22,251,No,Independent,8,No,No,Clean,0,0.5125110845510275
CLM00581,61,F,Married,Retired,College,Property,901,9679,267758,1000,0,2025-08-09,2025-08-09,0,135486,Theft,Severe,Yes,0,No,10,203,No,Authorized,2,No,No,Clean,0,0.5060016880914856
CLM00582,61,M,Single,Self-Employed,Graduate,Auto,2092,7381,462974,500,0,2025-10-16,2025-10-20,4,28770,Theft,Severe,Yes,0,No,9,378,No,Authorized,3,No,No,Not_Available,0,0.06214171854142997
CLM00583,22,F,Married,Employed,High School,Auto,3168,4136,187129,1000,0,2025-09-06,2025-09-13,7,198723,Fire,Moderate,Yes,1,No,20,294,No,Authorized,9,No,No,Clean,0,1.06195725943066
CLM00584,56,M,Single,Employed,Graduate,Workers_Comp,1302,6530,153609,500,2,2025-09-16,2025-09-27,11,125020,Vandalism,Minor,No,1,Yes,22,449,No,Independent,9,No,No,Clean,0,0.8138846031157029
CLM00585,21,F,Divorced,Employed,High School,Auto,2582,723,32419,500,2,2025-04-09,2025-04-11,2,10336,Injury,Minor,No,1,No,8,418,No,Authorized,2,No,No,Not_Available,0,0.3188253801782905
CLM00586,23,M,Divorced,Retired,College,Auto,1433,6797,445794,5000,0,2025-08-19,2025-08-22,3,35668,Injury,Minor,No,2,Yes,0,51,No,Independent,2,No,No,Suspicious,0,0.08001004948473958
CLM00587,62,F,Widowed,Employed,Graduate,Auto,2508,850,216063,2000,2,2025-07-02,2025-07-02,0,191486,Water_Damage,Total_Loss,Yes,0,No,19,196,No,Independent,7,Yes,No,Not_Available,0,0.8862507694515026
CLM00588,49,M,Single,Unemployed,High School,Auto,390,7814,131211,2000,2,2025-01-17,2025-01-25,8,107427,Water_Damage,Severe,Yes,0,No,0,424,No,Independent,7,No,No,Clean,0,0.8187347097423234
CLM00589,69,F,Married,Retired,High School,Auto,1067,2428,394906,2000,0,2025-06-17,2025-06-26,9,110288,Water_Damage,Minor,No,0,No,7,84,No,Independent,5,No,No,Clean,0,0.279276587339772
CLM00590,47,M,Widowed,Employed,College,Auto,26,8243,215671,500,1,2025-03-22,2025-03-30,8,16452,Vandalism,Total_Loss,No,1,Yes,2,217,No,Authorized,3,No,No,Clean,1,0.07628285675867409
CLM00591,64,M,Widowed,Self-Employed,High School,Property,2841,9040,10834,500,4,2025-01-08,2025-01-09,1,125821,Collision,Minor,Yes,1,No,1,46,No,Authorized,0,No,No,Suspicious,0,11.613531474986155
CLM00592,52,F,Widowed,Employed,College,Auto,3168,5232,304358,500,0,2025-03-20,2025-03-21,1,176822,Water_Damage,Moderate,No,1,Yes,3,170,No,Authorized,3,No,No,Clean,0,0.5809671505266824
CLM00593,72,F,Married,Employed,Graduate,Auto,3022,1517,234006,1000,0,2025-11-09,2025-11-17,8,141518,Theft,Severe,Yes,1,No,18,322,No,Authorized,7,No,No,Clean,0,0.6047622710528789
CLM00594,57,M,Widowed,Unemployed,College,Auto,547,2726,264870,1000,3,2025-10-02,2025-10-09,7,156328,Water_Damage,Total_Loss,Yes,1,No,10,498,No,Independent,5,No,No,Suspicious,0,0.5902065164042738
CLM00595,69,F,Married,Retired,High School,Auto,2668,7706,262358,5000,1,2025-06-10,2025-06-12,2,56004,Theft,Minor,No,2,Yes,4,287,No,Independent,1,No,No,Clean,0,0.21346404531213076
CLM00596,33,M,Widowed,Employed,College,Property,566,7670,12413,500,0,2025-03-04,2025-03-04,0,145207,Fire,Severe,Yes,1,Yes,23,104,No,Authorized,2,No,No,Clean,0,11.697977926367518
CLM00597,30,M,Married,Retired,College,Workers_Comp,703,6707,19505,2000,1,2025-03-22,2025-03-31,9,122241,Collision,Total_Loss,Yes,1,No,9,85,No,Authorized,6,No,No,Clean,0,6.267162266085619
CLM00598,67,M,Divorced,Self-Employed,High School,Auto,1242,2919,261753,2000,1,2025-06-22,2025-06-24,2,16208,Collision,Severe,Yes,0,No,23,152,No,Unknown,10,No,No,Clean,0,0.06192097129736813
CLM00599,77,F,Divorced,Employed,College,Property,184,6740,374946,5000,2,2025-09-04,2025-09-05,1,2953,Vandalism,Severe,Yes,1,Yes,22,412,No,Authorized,10,Yes,No,Clean,0,0.007875800781979272
CLM00600,59,M,Divorced,Self-Employed,College,Auto,3140,2393,143177,2000,1,2025-07-15,2025-07-20,5,84256,Vandalism,Moderate,No,3,No,7,423,No,Independent,3,No,No,Suspicious,0,0.5884744058054017
CLM00601,47,M,Divorced,Employed,College,Auto,3201,5822,209176,5000,0,2025-03-25,2025-03-30,5,4276,Injury,Severe,Yes,0,Yes,12,385,No,Authorized,3,No,No,Not_Available,0,0.020442115730294107
CLM00602,36,F,Divorced,Employed,High School,Auto,1590,8218,400447,500,1,2025-05-12,2025-05-18,6,100559,Fire,Total_Loss,Yes,1,No,4,101,No,Authorized,4,No,No,Clean,0,0.25111687689007534
CLM00603,34,F,Widowed,Employed,College,Auto,1913,7378,124897,2000,1,2025-06-10,2025-06-12,2,157092,Vandalism,Severe,No,1,Yes,11,400,No,Independent,7,No,No,Clean,0,1.2577724044612761
CLM00604,73,F,Widowed,Retired,High School,Auto,847,1625,68408,500,0,2025-12-04,2025-12-04,0,186022,Theft,Total_Loss,Yes,0,Yes,12,338,No,Authorized,6,No,No,Clean,0,2.7193018360425683
CLM00605,80,F,Widowed,Unemployed,High School,Property,598,3617,178751,1000,1,2025-08-04,2025-08-08,4,138001,Fire,Severe,Yes,1,Yes,21,489,No,Independent,8,No,No,Not_Available,0,0.7720292473888258
CLM00606,36,M,Married,Employed,Graduate,Auto,805,4661,126908,2000,2,2025-11-01,2025-11-01,0,123325,Collision,Minor,No,0,Yes,7,347,No,Unknown,4,Yes,No,Clean,0,0.971766949286097
CLM00607,45,M,Married,Employed,College,Workers_Comp,1357,4542,255993,1000,0,2025-01-15,2025-01-15,0,118558,Theft,Moderate,No,4,Yes,14,117,No,Independent,0,No,No,Not_Available,1,0.46312985120686895
CLM00608,75,M,Married,Unemployed,High School,Auto,3225,4933,240168,2000,1,2025-04-05,2025-04-10,5,110993,Fire,Minor,Yes,2,No,12,92,No,Independent,3,No,No,Not_Available,0,0.4621473302021918
CLM00609,72,M,Married,Employed,High School,Auto,3618,9138,89731,500,0,2025-03-13,2025-03-18,5,74027,Collision,Moderate,Yes,0,No,0,346,No,Authorized,5,No,No,Clean,0,0.8249880197479132
CLM00610,43,F,Divorced,Retired,High School,Property,2126,3158,337275,5000,0,2025-06-17,2025-06-24,7,118278,Vandalism,Total_Loss,No,0,No,21,49,No,Independent,5,No,No,Clean,0,0.3506871247498332
CLM00611,54,M,Divorced,Retired,High School,Auto,2626,3983,336424,500,0,2025-07-31,2025-08-07,7,40767,Theft,Moderate,Yes,1,No,5,144,No,Independent,8,No,Yes,Clean,0,0.12117744275081445
CLM00612,43,M,Divorced,Employed,High School,Auto,1878,3444,287906,500,0,2025-03-10,2025-03-14,4,197014,Theft,Severe,Yes,0,No,10,229,No,Unknown,9,No,No,Clean,0,0.6842997367196237
CLM00613,70,F,Single,Self-Employed,High School,Property,2460,7710,127798,500,2,2025-09-08,2025-09-10,2,167015,Collision,Severe,Yes,0,No,12,494,No,Independent,4,No,No,Clean,0,1.3068670871218642
CLM00614,79,M,Widowed,Employed,College,Workers_Comp,545,8153,126854,2000,0,2025-03-14,2025-03-23,9,181980,Theft,Minor,No,1,No,20,291,No,Independent,4,No,No,Clean,1,1.4345625679915492
CLM00615,40,M,Married,Self-Employed,College,Property,1632,9287,247902,5000,1,2025-04-01,2025-04-09,8,161715,Vandalism,Moderate,Yes,0,No,19,232,No,Authorized,5,No,No,Clean,0,0.6523343902025801
CLM00616,80,M,Married,Unemployed,College,Property,2216,2486,330847,1000,0,2025-09-25,2025-09-28,3,6711,Vandalism,Total_Loss,No,0,No,0,152,No,Independent,10,No,No,Clean,0,0.02028430059816169
CLM00617,26,M,Divorced,Unemployed,College,Property,2728,1574,484650,500,4,2025-06-23,2025-06-28,5,88342,Vandalism,Total_Loss,No,2,Yes,10,176,No,Independent,5,No,No,Clean,0,0.18227999587331065
CLM00618,29,M,Married,Employed,High School,Workers_Comp,2630,4805,73079,2000,1,2025-05-07,2025-05-10,3,84712,Collision,Severe,No,3,Yes,10,66,No,Independent,2,No,No,Clean,0,1.1591838968787203
CLM00619,70,M,Married,Retired,Graduate,Auto,2562,3507,31577,1000,1,2025-09-24,2025-09-24,0,47002,Water_Damage,Total_Loss,No,1,No,7,376,No,Authorized,5,No,No,Clean,0,1.4884884567881687
CLM00620,18,F,Widowed,Employed,Graduate,Auto,3385,1469,273358,500,0,2025-12-02,2025-12-09,7,33143,Water_Damage,Severe,Yes,2,Yes,21,382,No,Unknown,7,Yes,No,Suspicious,0,0.1212439365228016
CLM00621,75,F,Divorced,Employed,Graduate,Auto,2079,9272,358483,1000,0,2025-06-12,2025-06-12,0,136443,Theft,Severe,No,0,No,2,401,No,Authorized,5,No,Yes,Suspicious,0,0.3806121908151851
CLM00622,75,M,Widowed,Employed,Graduate,Auto,2334,3324,320258,500,0,2025-02-22,2025-02-22,0,72967,Vandalism,Severe,Yes,0,Yes,18,41,No,Authorized,10,No,No,Clean,0,0.22783818046699847
